price,property_tax,insurance,beds,baths,sqft,lot_size,basement,property_type,popular,recession,property_age
570000,660,187,4,4,5471,95396,1,Bunglow,0,1,0
290000,655,199,4,4,5740,18730,1,Bunglow,0,0,4
575000,1015,309,4,4,5920,27442,1,Bunglow,0,0,0
561875,612,173,4,4,5924,30056,1,Bunglow,0,0,0
555000,776,200,4,4,5941,10890,1,Bunglow,0,0,5
730000,804,207,4,4,6022,9583,1,Bunglow,0,0,0
728585,731,207,4,4,6050,110206,1,Bunglow,0,0,0
640000,638,181,4,4,6078,10454,1,Bunglow,0,1,0
750000,713,202,4,4,7677,62726,1,Bunglow,0,0,4
630000,540,164,4,5,2720,40510,1,Bunglow,0,0,24
423000,446,114,4,5,2875,3049,1,Condo,0,1,8
511275,467,132,4,5,3325,11325,1,Bunglow,0,0,0
680000,819,249,4,5,3814,15245,1,Bunglow,0,0,10
320890,489,138,4,5,4199,6050,1,Bunglow,0,0,0
740000,784,202,4,5,4687,50529,1,Bunglow,0,0,51
775000,678,192,4,5,6220,435600,1,Bunglow,0,0,1
256500,462,131,4,6,2696,18295,1,Bunglow,0,0,7
674691,749,212,4,6,7000,22215,1,Bunglow,0,0,0
200000,250,76,5,1,1008,7444,1,Bunglow,0,0,66
535000,467,142,5,1,1256,11761,1,Bunglow,0,0,46
570000,729,212,5,1,2600,12196,1,Bunglow,0,0,50
385545,737,224,5,1,2800,8573,1,Bunglow,0,0,28
750000,737,224,5,1,3084,217800,1,Bunglow,0,0,29
525000,1332,462,5,1,6088,22215,1,Bunglow,0,0,67
309000,368,112,5,2,1008,8637,1,Bunglow,0,0,43
400250,504,153,5,2,1244,12196,1,Bunglow,0,0,40
207000,425,129,5,2,1850,11325,1,Bunglow,0,0,31
239000,815,248,5,2,1965,22651,1,Bunglow,0,0,59
245000,389,118,5,2,1976,10428,1,Bunglow,0,0,54
280000,348,106,5,2,2000,10607,1,Bunglow,0,0,48
261105,606,184,5,2,2082,10733,1,Bunglow,0,0,35
395000,491,149,5,2,2120,22215,1,Bunglow,0,0,49
467500,450,137,5,2,2240,11325,1,Bunglow,0,1,42
309000,601,199,5,2,2264,5749,1,Bunglow,0,0,56
370000,446,136,5,2,2326,9525,1,Bunglow,0,1,57
230000,508,154,5,2,2400,12632,1,Bunglow,0,0,36
223000,504,153,5,2,2644,12196,1,Bunglow,0,0,31
792000,654,199,5,2,2854,16988,1,Bunglow,0,0,56
269900,430,131,5,2,2868,8703,1,Bunglow,0,0,12
529000,483,147,5,2,3134,27442,1,Bunglow,0,1,32
490000,545,166,5,2,3312,12196,1,Bunglow,0,0,21
258790,600,154,5,2,3821,9582,1,Bunglow,0,0,0
430000,393,120,5,3,1209,13503,1,Bunglow,0,0,38
469500,359,109,5,3,1242,8398,1,Bunglow,0,0,22
477500,575,199,5,3,1365,7422,1,Bunglow,0,1,60
509000,483,147,5,3,1388,13068,1,Bunglow,0,0,42
410000,569,173,5,3,1506,6250,1,Bunglow,0,0,65
500000,450,137,5,3,1506,20037,1,Bunglow,0,0,41
300000,299,85,5,3,1512,10010,0,Bunglow,0,1,42
515000,508,154,5,3,1568,16117,1,Bunglow,0,0,61
295000,655,199,5,3,1601,40510,1,Bunglow,0,0,31
305000,358,92,5,3,1718,8712,1,Bunglow,0,1,37
450000,487,148,5,3,1764,10245,1,Bunglow,0,0,27
200000,410,99,5,3,1792,10275,1,Bunglow,0,1,32
450000,385,117,5,3,1798,1827,1,Condo,0,0,37
272000,363,103,5,3,1800,6229,1,Bunglow,0,0,7
231840,512,156,5,3,1877,14810,1,Bunglow,0,1,56
235000,487,148,5,3,1908,21780,1,Bunglow,0,0,30
450000,520,158,5,3,1948,12632,1,Bunglow,0,0,37
482000,422,128,5,3,1966,11761,1,Bunglow,0,0,41
494000,430,131,5,3,2048,8420,1,Bunglow,0,0,29
445000,391,119,5,3,2089,15681,1,Bunglow,0,0,51
440000,532,162,5,3,2134,6346,1,Bunglow,0,0,24
257000,515,157,5,3,2144,7692,1,Bunglow,0,1,68
279000,489,149,5,3,2249,10815,1,Bunglow,0,0,20
558500,733,223,5,3,2268,17424,1,Bunglow,0,0,31
265000,416,107,5,3,2275,11325,1,Bunglow,0,1,42
543000,655,200,5,3,2282,28749,1,Bunglow,0,0,27
799000,696,212,5,3,2282,21780,1,Bunglow,0,1,33
717900,557,169,5,3,2334,14374,1,Bunglow,0,0,17
368095,396,112,5,3,2346,7901,1,Bunglow,0,1,13
332815,334,94,5,3,2347,3189,1,Bunglow,0,0,0
388000,450,137,5,3,2464,10890,1,Bunglow,0,1,53
778500,532,162,5,3,2530,8955,1,Bunglow,0,0,19
275000,644,196,5,3,2637,15681,1,Bunglow,0,0,25
450000,378,107,5,3,2640,7405,1,Bunglow,0,0,0
336500,762,232,5,3,2700,13503,1,Bunglow,0,0,14
665000,635,193,5,3,2704,10890,1,Bunglow,0,0,24
300000,491,149,5,3,2792,4713,1,Bunglow,0,0,0
578000,655,199,5,3,2810,40075,1,Bunglow,0,1,44
430965,581,177,5,3,2835,11325,1,Bunglow,0,0,0
349900,629,218,5,3,2868,53578,1,Bunglow,0,0,7
279000,598,182,5,3,2876,20037,1,Bunglow,0,0,23
701900,631,192,5,3,2913,21344,1,Bunglow,0,1,47
628000,532,162,5,3,2920,12196,1,Bunglow,0,0,27
440000,504,130,5,3,2944,11325,1,Bunglow,0,0,22
410000,676,206,5,3,2961,12632,1,Bunglow,0,0,40
224950,506,100,5,3,2990,8886,1,Bunglow,0,0,3
524900,489,149,5,3,3022,9557,1,Bunglow,0,0,36
486460,450,137,5,3,3060,29185,1,Bunglow,0,0,47
315000,600,183,5,3,3064,9848,1,Bunglow,0,0,3
257000,626,191,5,3,3100,21780,1,Bunglow,0,0,25
225000,446,136,5,3,3110,9949,1,Bunglow,0,0,0
275000,396,112,5,3,3120,47916,1,Bunglow,0,0,39
387000,533,137,5,3,3132,6098,1,Bunglow,0,0,2
724900,614,187,5,3,3136,14810,1,Bunglow,0,0,51
349000,525,103,5,3,3158,8450,1,Bunglow,0,0,8
520510,495,140,5,3,3247,11325,1,Bunglow,0,0,0
525000,378,107,5,3,3300,7496,1,Bunglow,0,0,7
793260,696,212,5,3,3314,13503,1,Bunglow,0,1,50
465000,572,147,5,3,3337,6098,1,Bunglow,0,0,12
591000,688,209,5,3,3348,15681,1,Bunglow,0,0,21
265000,463,141,5,3,3351,6111,1,Bunglow,0,0,6
517000,439,124,5,3,3379,76665,1,Bunglow,0,0,31
345000,419,118,5,3,3384,58370,1,Bunglow,0,1,6
418000,718,249,5,3,3400,5783,1,Bunglow,0,0,66
238000,758,231,5,3,3400,16988,1,Bunglow,0,0,26
614000,504,153,5,3,3400,8520,1,Bunglow,0,0,16
750000,717,218,5,3,3417,26571,1,Bunglow,0,0,57
710000,724,221,5,3,3421,37897,1,Bunglow,0,1,41
480000,668,172,5,3,3434,6970,1,Bunglow,0,0,4
410000,598,182,5,3,3456,8398,1,Bunglow,0,0,3
335000,390,110,5,3,3544,6638,1,Bunglow,0,0,6
350165,680,207,5,3,3595,5519,1,Bunglow,0,0,0
412500,396,112,5,3,3600,43560,1,Bunglow,0,0,6
600000,568,161,5,3,3602,47480,1,Bunglow,0,0,7
626000,601,155,5,3,3602,5662,1,Bunglow,0,0,18
568000,676,206,5,3,3645,26571,1,Bunglow,0,0,25
575000,614,187,5,3,3668,24829,1,Bunglow,0,0,26
485000,408,115,5,3,3699,10641,1,Bunglow,0,0,6
331605,365,103,5,3,3726,5122,1,Bunglow,0,0,0
575000,598,182,5,3,3738,21780,1,Bunglow,0,0,14
215351,461,112,5,3,3774,12196,1,Bunglow,0,0,0
542199,484,137,5,3,3778,15681,1,Bunglow,0,0,0
267579,431,122,5,3,3790,9239,1,Bunglow,0,0,0
290000,577,148,5,3,3792,6969,1,Bunglow,0,0,1
379862,400,113,5,3,3796,6098,1,Bunglow,0,0,0
620000,671,204,5,3,3810,12632,1,Bunglow,0,1,56
408900,440,125,5,3,3838,10153,1,Bunglow,0,0,2
293159,581,149,5,3,3882,8712,1,Bunglow,0,0,0
225000,453,128,5,3,3890,20037,1,Bunglow,0,0,13
700000,572,162,5,3,3898,20908,1,Bunglow,0,0,18
302839,646,197,5,3,3902,10166,1,Bunglow,0,0,0
265000,639,164,5,3,3939,9147,1,Bunglow,0,0,1
640000,645,166,5,3,3944,12632,1,Bunglow,0,1,14
395000,1004,306,5,3,4000,10502,1,Bunglow,0,0,14
291754,553,142,5,3,4000,11761,1,Bunglow,0,0,0
585000,654,199,5,3,4005,10890,1,Bunglow,0,0,22
790000,654,199,5,3,4047,30927,1,Bunglow,0,0,29
392500,815,248,5,3,4081,22215,1,Bunglow,0,0,41
642500,601,155,5,3,4082,7405,1,Bunglow,0,0,11
670000,561,171,5,3,4092,13068,1,Bunglow,0,0,18
650000,697,179,5,3,4100,7840,1,Bunglow,0,0,14
326795,713,217,5,3,4167,17424,1,Bunglow,0,0,0
427585,413,117,5,3,4223,10319,1,Bunglow,0,0,0
543657,654,168,5,3,4293,6969,1,Bunglow,0,1,0
612080,549,167,5,3,4300,14810,1,Bunglow,0,0,21
588703,489,138,5,3,4301,43995,1,Bunglow,0,0,0
373500,427,121,5,3,4350,10001,1,Bunglow,0,1,18
571600,1049,320,5,3,4368,231303,1,Bunglow,0,0,2
590000,598,154,5,3,4399,8712,1,Bunglow,0,1,14
714000,630,192,5,3,4461,16988,1,Bunglow,0,1,43
524048,582,150,5,3,4466,7405,1,Bunglow,0,1,4
560000,481,117,5,3,4485,16117,1,Bunglow,0,0,17
242940,606,156,5,3,4489,12196,1,Bunglow,0,0,0
443000,453,128,5,3,4490,6168,1,Bunglow,0,0,0
500000,484,137,5,3,4516,11325,1,Bunglow,0,0,7
800000,1090,362,5,3,4518,10328,1,Bunglow,0,0,24
730000,659,201,5,3,4581,13939,1,Bunglow,0,0,18
280000,489,138,5,3,4602,44431,1,Bunglow,0,0,0
715000,650,167,5,3,4603,8276,1,Bunglow,0,0,3
715000,655,199,5,3,4630,15245,1,Bunglow,0,0,39
650000,594,168,5,3,4684,82328,1,Bunglow,0,1,19
290875,582,149,5,3,4686,6969,1,Bunglow,0,0,0
549000,679,174,5,3,4739,23958,1,Bunglow,0,0,12
780000,637,194,5,3,4771,15245,1,Bunglow,0,1,25
480496,533,137,5,3,4873,16988,1,Bunglow,0,1,0
429625,492,139,5,3,4884,13939,1,Bunglow,0,0,0
460000,572,162,5,3,4900,46173,1,Bunglow,0,0,11
378500,729,222,5,3,4900,26136,1,Bunglow,0,0,0
399126,502,142,5,3,4908,13939,1,Bunglow,0,1,11
565962,467,132,5,3,4910,17859,1,Bunglow,0,1,0
370000,643,196,5,3,4954,9008,1,Bunglow,0,0,1
615000,736,224,5,3,5018,9583,1,Bunglow,0,0,12
484395,528,149,5,3,5050,10637,1,Bunglow,0,0,0
700000,559,158,5,3,5300,20037,1,Bunglow,0,0,9
786175,635,193,5,3,5493,10798,1,Bunglow,0,0,0
550000,897,231,5,3,7216,141134,1,Bunglow,0,0,4
355000,1210,420,5,4,1544,8224,1,Bunglow,0,0,49
700000,1416,412,5,4,1847,10001,1,Bunglow,0,0,110
630000,614,187,5,4,1915,10820,1,Bunglow,0,1,49
405600,339,96,5,4,1916,3707,1,Bunglow,0,0,7
720000,623,189,5,4,2114,15245,1,Bunglow,0,0,61
597100,541,165,5,4,2162,10128,1,Bunglow,0,0,35
367000,285,81,5,4,2302,5846,1,Bunglow,0,0,13
480000,564,172,5,4,2379,24829,1,Bunglow,0,1,31
635000,564,172,5,4,2700,5624,1,Bunglow,0,0,72
590000,564,172,5,4,2743,23958,1,Bunglow,0,1,64
385000,386,109,5,4,2821,10101,1,Bunglow,0,1,5
499000,936,325,5,4,3000,9796,1,Bunglow,0,0,77
660000,1061,323,5,4,3044,20037,1,Bunglow,0,0,16
703000,639,194,5,4,3046,20037,1,Bunglow,0,1,49
265000,524,159,5,4,3060,12632,1,Bunglow,0,0,16
465000,608,119,5,4,3060,8886,1,Bunglow,0,0,4
782000,786,239,5,4,3144,28314,1,Bunglow,0,0,7
630765,383,108,5,4,3172,10890,1,Bunglow,0,0,1
620375,396,112,5,4,3185,4721,1,Bunglow,0,0,1
292000,594,181,5,4,3244,33105,1,Bunglow,0,0,37
550000,548,167,5,4,3250,4181,1,Bunglow,0,0,2
550000,532,162,5,4,3256,4791,1,Bunglow,0,0,0
700000,696,212,5,4,3320,10826,1,Bunglow,0,0,52
498900,729,222,5,4,3366,23522,1,Bunglow,0,1,74
502000,1053,321,5,4,3380,23958,1,Bunglow,0,0,16
653888,1228,374,5,4,3500,10890,1,Bunglow,0,0,47
680000,655,199,5,4,3525,41817,1,Bunglow,0,1,35
525000,495,151,5,4,3560,6664,1,Bunglow,0,1,1
655000,1007,349,5,4,3587,5754,1,Bunglow,0,0,77
715000,646,197,5,4,3705,6973,1,Bunglow,0,0,10
335450,659,201,5,4,3732,6642,1,Bunglow,0,0,0
639900,516,157,5,4,3766,14374,1,Bunglow,0,1,24
789000,809,208,5,4,3809,8276,1,Bunglow,0,0,20
300000,614,187,5,4,3959,12196,1,Bunglow,0,1,38
602504,550,156,5,4,3965,7954,1,Bunglow,0,0,0
401403,582,149,5,4,3967,8276,1,Bunglow,0,0,0
770000,711,217,5,4,3984,18295,1,Bunglow,0,0,1
360000,409,116,5,4,3992,10454,1,Bunglow,0,1,6
468309,533,137,5,4,4026,27442,1,Bunglow,0,1,0
483140,615,158,5,4,4057,13503,1,Bunglow,0,0,0
495000,860,262,5,4,4129,87120,1,Bunglow,0,0,17
615000,646,197,5,4,4153,8071,1,Bunglow,0,0,3
350300,502,142,5,4,4194,19166,1,Bunglow,0,0,1
497415,598,182,5,4,4211,8524,1,Bunglow,0,0,0
475000,1057,322,5,4,4214,87120,1,Bunglow,0,0,23
433000,433,155,5,4,4235,58370,1,Bunglow,0,1,12
399000,696,212,5,4,4240,10632,1,Bunglow,0,0,5
404000,665,131,5,4,4254,11761,1,Bunglow,0,1,17
400000,501,142,5,4,4351,26571,1,Bunglow,0,1,15
681000,679,174,5,4,4362,13068,1,Bunglow,0,0,15
433680,500,122,5,4,4389,8925,1,Bunglow,0,1,1
270774,671,132,5,4,4394,12632,1,Bunglow,0,0,0
280000,676,206,5,4,4400,26571,1,Bunglow,0,0,21
680000,1065,324,5,4,4424,40075,1,Bunglow,0,0,47
550000,983,300,5,4,4440,54885,1,Bunglow,0,0,35
528000,483,137,5,4,4444,10890,1,Bunglow,0,1,0
492200,431,122,5,4,4448,10018,1,Bunglow,0,0,3
421770,737,224,5,4,4520,5544,1,Bunglow,0,0,0
749990,721,219,5,4,4563,9456,1,Bunglow,0,1,1
670000,819,249,5,4,4607,8376,1,Bunglow,0,0,5
463003,713,217,5,4,4659,36154,1,Bunglow,0,0,0
617000,646,197,5,4,4672,20037,1,Bunglow,0,1,24
352790,672,205,5,4,4700,7649,1,Bunglow,0,0,0
329000,614,187,5,4,4720,10890,1,Bunglow,0,0,11
689900,590,180,5,4,4729,5131,1,Bunglow,0,0,3
471200,484,137,5,4,4786,10027,1,Bunglow,0,0,10
675000,899,312,5,4,4792,7335,1,Bunglow,0,0,78
714000,675,174,5,4,4792,10454,1,Bunglow,0,0,7
692914,655,199,5,4,4872,8433,1,Bunglow,0,1,11
575000,675,206,5,4,4902,20908,1,Bunglow,0,0,3
490746,506,143,5,4,4944,43560,1,Bunglow,0,0,0
690550,979,298,5,4,5000,30056,1,Bunglow,0,0,13
639283,480,136,5,4,5018,7514,1,Bunglow,0,0,0
500369,914,278,5,4,5024,27442,1,Bunglow,0,0,0
708000,1223,424,5,4,5035,16552,1,Bunglow,0,0,64
526104,598,169,5,4,5061,83635,1,Bunglow,0,0,0
508000,582,149,5,4,5077,16552,1,Bunglow,0,1,0
644900,668,172,5,4,5107,13939,1,Bunglow,0,0,4
735000,669,172,5,4,5142,8712,1,Bunglow,0,0,9
745000,678,192,5,4,5149,435600,1,Bunglow,0,1,12
670542,608,172,5,4,5244,7705,1,Bunglow,0,1,0
575000,644,166,5,4,5249,8276,1,Bunglow,0,1,12
751677,1024,312,5,4,5260,37026,1,Bunglow,0,0,0
640000,1220,423,5,4,5300,7975,1,Bunglow,0,1,60
427950,758,231,5,4,5354,11761,1,Bunglow,0,0,0
692353,881,268,5,4,5365,37897,1,Bunglow,0,0,0
655600,1049,319,5,4,5370,41817,1,Bunglow,0,1,24
750000,819,249,5,4,5480,10502,1,Bunglow,0,0,10
444788,892,272,5,4,5600,33541,1,Bunglow,0,0,2
649415,766,197,5,4,5708,18295,1,Bunglow,0,1,1
438000,769,234,5,4,5742,36154,1,Bunglow,0,0,0
650000,727,187,5,4,5809,30056,1,Bunglow,0,0,2
575000,668,189,5,4,5933,436035,1,Bunglow,0,1,7
709233,771,198,5,4,5950,15245,1,Bunglow,0,0,0
760825,920,237,5,4,5956,24393,1,Bunglow,0,0,1
507175,742,191,5,4,6000,14810,1,Bunglow,0,0,1
751000,1292,448,5,4,6025,10024,1,Bunglow,0,0,64
690000,1310,399,5,4,6096,217800,1,Bunglow,0,0,1
649900,881,268,5,4,6127,126324,1,Bunglow,0,0,8
750000,704,199,5,4,6243,435600,1,Bunglow,0,1,6
785000,1433,437,5,4,6464,13939,1,Bunglow,0,0,0
279875,1509,523,5,4,6468,10890,1,Bunglow,0,0,43
698733,1053,321,5,4,6518,75358,1,Bunglow,0,0,0
629513,790,203,5,4,6584,175111,1,Bunglow,0,0,0
660743,1065,324,5,4,6662,25264,1,Bunglow,0,0,0
700000,700,198,5,4,6946,13068,1,Bunglow,0,0,8
765000,824,212,5,4,7001,27007,1,Bunglow,0,0,4
535000,1209,368,5,5,1365,10010,1,Bunglow,0,0,64
439000,737,224,5,5,3320,16117,1,Bunglow,0,1,66
488085,550,156,5,5,3696,16988,1,Bunglow,0,0,0
706095,614,187,5,5,3720,10606,1,Bunglow,0,0,0
215000,696,212,5,5,4053,11325,1,Bunglow,0,0,38
700000,660,187,5,5,4189,351529,1,Bunglow,0,1,4
460000,1127,343,5,5,4313,20037,1,Bunglow,0,0,35
800000,799,243,5,5,4600,21780,1,Bunglow,0,1,46
798000,938,286,5,5,4632,8712,1,Bunglow,0,1,7
755000,936,325,5,5,4658,20473,1,Bunglow,0,0,34
350000,963,293,5,5,5000,13503,1,Bunglow,0,0,51
535000,506,143,5,5,5262,10454,1,Bunglow,0,1,11
771760,506,143,5,5,5270,11761,1,Bunglow,0,0,0
720000,1024,312,5,5,5368,40946,1,Bunglow,0,0,3
600000,1141,396,5,5,5410,6777,1,Bunglow,0,0,63
590000,1295,395,5,5,5621,10890,1,Bunglow,0,0,44
576475,897,273,5,5,5810,8777,1,Bunglow,0,0,0
665500,1256,436,5,5,6133,10001,1,Bunglow,0,0,64
743500,1127,343,5,5,6357,76665,1,Bunglow,0,0,9
535000,1106,337,5,5,6438,20473,1,Bunglow,0,1,63
765000,868,223,5,5,6508,47044,1,Bunglow,0,0,2
691331,860,262,5,5,6966,62290,1,Bunglow,0,0,0
569000,1024,312,5,5,7165,43995,1,Bunglow,0,0,3
235000,1061,323,5,5,7594,36154,1,Bunglow,0,0,0
760000,881,249,5,5,7842,436035,1,Bunglow,0,0,5
690000,1553,473,5,6,6501,23086,1,Bunglow,0,0,59
600000,942,287,5,6,7064,217800,1,Bunglow,0,0,4
759900,803,245,5,6,7500,8886,1,Bunglow,0,0,3
735000,1459,444,5,6,7515,10497,1,Bunglow,0,0,57
